,Unnamed: 0,created_at,id,text,classification,score
129,129,2022-07-07T22:28:18.000Z,1545172883697188864,"@AmericanAir I’ve missed an entire day of my trip due to negligence, from my suitcase be stolen which I told them 15 mins before they decided to take action, to your poorly trained gate agent",Negative,0.918502688407898
130,130,2022-07-07T22:27:56.000Z,1545172794777927680,Man. @AmericanAir really is the worst,Negative,0.9525185227394104
131,131,2022-07-07T22:27:13.000Z,1545172614922096641,@AmericanAir because I approached customer assistance at Boston.Your team in Philly did not help.Left us to figure out how we get to Niagara from Rochester and then go to Buffalo to get our bags. So over all American airlines at Philly did not do anything to make it a good customer experience,Negative,0.8709319233894348
132,132,2022-07-07T22:26:13.000Z,1545172361925779456,@kylascan @jakesing_ @AmericanAir Serious question - did they at least refund the money?  Not AA - but different airline cancelled on us 3 days in a row and now I'm stuck with travel credits that expire in a year which is 🐄💩.  Very much a... https://t.co/DxWBecEx7Z,Negative,0.8685382008552551
133,133,2022-07-07T22:25:13.000Z,1545172110129111040,"@AmericanAir He wasn’t, I pulled him off the flight what type of mother would I be to allow my 4 yr old to sit in between 2 strangers. But more importantly why was your boarding agent so ignorant and lacking proper customer service. And why was I treated so distastefully",Negative,0.9453191161155701
134,134,2022-07-07T22:24:42.000Z,1545171978578976768,"Experienced racial discrimination @AmericanAir at SAN airport today. I was denied pre-boarding with my 16 months old son (and family ) by gate agent Pat prior to flight 1367.  Yet, she allowed 2 White families to pre-board.  Even though we were in first class, we felt humiliated.",Negative,0.9059690833091736
135,135,2022-07-07T22:21:53.000Z,1545171270710353920,this reply from @AmericanAir is killing me like okay thanks are you going to give me credit for the flight you canceled?? https://t.co/k465Y3kill,Negative,0.9042658805847168
136,136,2022-07-07T22:21:32.000Z,1545171181082447872,"@Koondey1 @txsalth2o @AmericanAir @SouthwestAir 100% agree. Plus even though it’s a service and they charge for it, the flight attendants have enough else going on and I hate to pile on to their list of tasks by dumping my kid on them.",Negative,0.8577157855033875
137,137,2022-07-07T22:21:21.000Z,1545171137033805825,"@AmericanAir was I treated so distastefully today because I’m young, black, and a women ? But also why was my son treated no poorly as well… his safety was not thought of at all by your boarding agent …",Negative,0.9333395957946777
138,138,2022-07-07T22:20:42.000Z,1545170972160016387,Good luck flying out of Lambert STL with a dog on @AmericanAir because they will very RUDELY say you can’t fly,Neutral,0.41147172451019287
139,139,2022-07-07T22:20:28.000Z,1545170912516775937,Hey @AmericanAir plz tell AA2508 to just wait a lil bit lol,Neutral,0.45958805084228516
140,140,2022-07-07T22:20:23.000Z,1545170894108200962,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
141,141,2022-07-07T22:18:45.000Z,1545170483263508480,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
142,142,2022-07-07T22:17:41.000Z,1545170213519466496,"@AmericanAir great flight #746 Ind-CLT the crew weee awesome! Please thank them, and crew at Ind!",Positive,0.874760627746582
143,143,2022-07-07T22:17:37.000Z,1545170195743899648,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
144,144,2022-07-07T22:16:59.000Z,1545170039417995266,"@AmericanAir Once again, PHL is a sloppy mess of rude staff and poor performance. You need to fix some stuff.",Negative,0.9609701037406921
145,145,2022-07-07T22:16:35.000Z,1545169935638446082,@JanyBlood @AmericanAir Was is lost in Miami?,Neutral,0.5380385518074036
146,146,2022-07-07T22:13:43.000Z,1545169216957030403,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
147,147,2022-07-07T22:12:57.000Z,1545169023960227842,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
148,148,2022-07-07T22:10:15.000Z,1545168343811985410,"@AmericanAir Gotta give you credit, even though you couldn’t help. You certainly have it a fair shot!",Positive,0.8864343166351318
149,149,2022-07-07T22:08:19.000Z,1545167857146892288,"@AmericanAir Ok, I replied and had another question",Neutral,0.880519688129425
150,150,2022-07-07T22:07:24.000Z,1545167625646493697,".@AmericanAir has tried everything with matching name and number to get TSA Pre, @TSA. Happens often even with TKN in profile. Can you help? Sent DM with particulars. Thanks",Neutral,0.7257927656173706
151,151,2022-07-07T22:06:48.000Z,1545167474684940288,@jakesing_ @AmericanAir Yes,Neutral,0.739601731300354
152,152,2022-07-07T22:06:22.000Z,1545167366400589824,@AmericanAir I need help with my flight!,Neutral,0.6774260997772217
153,153,2022-07-07T22:06:18.000Z,1545167347228573696,"@AmericanAir my flight in CLT was cancelled and my bag was supposed to follow me to BNA. But no bag!! (After waiting 2.5 hours to rebook)
Plus all tracking numbers aren’t showing up as legit numbers. So frustrated! No one to speak to really sucks",Negative,0.9409633278846741
154,154,2022-07-07T22:06:11.000Z,1545167320477306883,@CaptainCallys @Delta @united @AmericanAir @OBAPEXCELLENCE @CollegeSystemTN That sounds fabulous and thank you for reaching out to us. Please contact us at: cm@southwest.tn.edu or call 901-333-4159. We look forward to partnering with you!,Positive,0.8624381422996521
155,155,2022-07-07T22:04:37.000Z,1545166926988681217,RT @marybschneider: I cannot thank @AmericanAir enough for friendly helpful service today as we had to change flight plans due to weather d…,Positive,0.7031989693641663
156,156,2022-07-07T22:03:54.000Z,1545166744573972481,I cannot thank @AmericanAir enough for friendly helpful service today as we had to change flight plans due to weather delays that made our connecting flight home impossible. Great employees!,Positive,0.6777151823043823
157,157,2022-07-07T22:03:46.000Z,1545166709845377025,"@kylascan @jakesing_ @AmericanAir That’s my assumption too.  Overbook, sink the cash, then tap dance…",Negative,0.589869499206543
158,158,2022-07-07T22:03:07.000Z,1545166550063366145,"Worst customer service ever from @AmericanAir
Was called a liar to my face and was then told they don’t “give a damn” about me and my family. Never again if I can help it",Negative,0.9551306962966919
159,159,2022-07-07T22:01:57.000Z,1545166254939439106,@AmericanAir my in laws flight in JAX to Charolote keeps getting delayed what is going on,Negative,0.8191133141517639
160,160,2022-07-07T22:01:50.000Z,1545166225042448385,"Throughout the year, a collection of short films curated from ABFF will be available on all @AmericanAir flights, where they can be seen by more than 200 MILLION yearly travelers. Check out the films the next time you fly American! https://t.co/tp5esRw23y",Neutral,0.5094452500343323
161,161,2022-07-07T22:01:18.000Z,1545166091370090497,"What a pathetic, unprofessional and inexpert @Barclays @AmericanAir customer services that you guys have ‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️ Very rubbish Aviator AAdvantage Mastercard ever!! @Mastercard",Negative,0.9542670845985413
162,162,2022-07-07T21:59:35.000Z,1545165659180613634,@AmericanAir And I answered your question.,Neutral,0.7362139225006104
163,163,2022-07-07T21:59:22.000Z,1545165604717576198,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
164,164,2022-07-07T21:58:46.000Z,1545165452325822471,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
165,165,2022-07-07T21:58:39.000Z,1545165424471556103,I need someone who works for @AmericanAir ! How are they only going to give a year to use a voucher during a pandemic.,Negative,0.7808257937431335
166,166,2022-07-07T21:57:34.000Z,1545165153066524675,"@kylascan @jakesing_ @AmericanAir cancellations are the way in  2022
https://t.co/95FNp7bbMO",Neutral,0.7175707221031189
167,167,2022-07-07T21:56:08.000Z,1545164789395103745,@AmericanAir Not ok!!,Negative,0.9183433055877686
168,168,2022-07-07T21:55:33.000Z,1545164643307401216,@Lucy_herrera26 @Eddy_Talks @AmericanAir Yo acabo de ir y regresar sin problema. Igual por American. Quien sabe que habrá pasado y ojalá que se resuelva pronto.,Neutral,0.5121292471885681
169,169,2022-07-07T21:55:29.000Z,1545164626526076936,"@kylascan @jakesing_ @AmericanAir Delta gives 10k compensation, this from an industry that repeatedly relies on taxpayer funded bailouts throughout its sordid career. Taxpayers pay for shit like this. https://t.co/86tGbIMO8o",Negative,0.8754156827926636
170,170,2022-07-07T21:55:18.000Z,1545164580585934849,"@thsuburbanmommy @AmericanAir @SouthwestAir Which is fine, if your flight is direct. 

However if she has to change planes in Midway? Don’t think so.",Negative,0.4888031482696533
171,171,2022-07-07T21:55:07.000Z,1545164535455178755,@Cicuta1975 @Eddy_Talks @AmericanAir Vas a salir de viaje...?,Neutral,0.9287254810333252
172,172,2022-07-07T21:54:27.000Z,1545164368320552962,"@AmericanAir you guys are highly disappointing when it comes to booking flights! How are you guys gonna honor a trip credit, but not use it when I need it to be used?",Negative,0.9526354670524597
173,173,2022-07-07T21:53:59.000Z,1545164248644567041,@bwilliams731 @AmericanAir Never again.,Negative,0.7055740356445312
174,174,2022-07-07T21:53:43.000Z,1545164183418900480,@_ZachGriff @AmericanAir I tried Flagship First Dining at JFK. The dining room was beautiful and the food was delicious! Especially that Flagship Burger 😋 https://t.co/WvgtRluAoc,Positive,0.8623760938644409
175,175,2022-07-07T21:53:18.000Z,1545164079270076417,"@kylascan @AmericanAir Interesting! As in, they just listed 1XX% of known capacity just to get people to book tickets?",Neutral,0.4983251392841339
176,176,2022-07-07T21:53:12.000Z,1545164052220895233,"@Eddy_Talks @AmericanAir Acabo de de ir y regresar para ponerme mi vacuna de refuerzo Pfizer y sin problema. Por cierto, el AICM, cayéndose a pedazos.  Ver la foto del lado izquierdo, esas cortinas/persianas/adornos para el sol se están desgarrando. No tome foto pero en la tuya se ve. https://t.co/MVHXTGIWRF",Negative,0.5750505924224854
177,177,2022-07-07T21:51:31.000Z,1545163629305233409,"RT @Mirsainz: Ha de ser que las jornadas de vuelo de @AmericanAir no son como las 12, 14 o 16 hrs diarias de vuelo como en @Aeromexico 😋",Neutral,0.7949474453926086
178,178,2022-07-07T21:50:58.000Z,1545163489362079745,"@jakesing_ @AmericanAir There was some story talking abt how airlines are cancelling 100s of flights - but they knew they wouldnt be able to handle the capacity so its more of a revenue pump thing. I can’t remember where i saw this so unsure if true, but yeah not good either way :-(",Negative,0.9262282848358154
179,179,2022-07-07T21:48:08.000Z,1545162777995665413,"Me: ""I would like compensation because of a canceled flight"" 

@AmericanAir: https://t.co/MLh6zG079a",Neutral,0.6316860914230347
180,180,2022-07-07T21:46:26.000Z,1545162351418163201,@AmericanAir I already did it and nobody answered,Negative,0.6202166676521301
181,181,2022-07-07T21:45:42.000Z,1545162165467811841,@AmericanAir A 4 hour delay 10 minutes before boarding and after the whole flight crew has already got on the plane? Aa382. Terrible.,Negative,0.925844132900238
182,182,2022-07-07T21:44:46.000Z,1545161930679140353,@Eddy_Talks @AmericanAir https://t.co/sfwaMHGJxN,Neutral,0.8608913421630859
183,183,2022-07-07T21:44:11.000Z,1545161784868347905,@AmericanAir  I've been trying to reach somebody for days. Does anybody work there? Is this a joke on me? Why do airlines think they can treat people like crap?,Negative,0.9396255612373352
184,184,2022-07-07T21:43:15.000Z,1545161549140164610,@HollyRodFDN @hollyrpeete #DesignCare22 Huge thanks to @HollyRodFDN sponsors: @Cigna @americanair @aarp @Lexus @wenbychazdean @patmcgrathreal @kimthomas721 @walmart @marilynfbooker @goodwillsocal @dodgers @hallmarkchannel @cvspharmacy @walgreens CrearyFamilyFoundation @theevolvedco @drinkboxt @PlushVodka,Positive,0.5139306783676147
185,185,2022-07-07T21:35:29.000Z,1545159592597921793,@AmericanAir I filed a complaint and I would like proof that Scott is being evaluated and offered probation or mental health help. I don’t need him to lose his job. I don’t go after livelihood. https://t.co/EsvMqQo4fh,Negative,0.801227867603302
186,186,2022-07-07T21:35:23.000Z,1545159570103885826,@AmericanAir do I HAVE to fly with Verifly?  Heading to France from Chicago.  Can I simply have a passport and a vax card?,Neutral,0.8107278347015381
187,187,2022-07-07T21:34:13.000Z,1545159273101119490,"We recognized 3 more of our Faces of Freedom contest winners. Thanks to @AmericanAir, these service men and women will get to visit Washington D.C. and more.

Nominations end on September 1st.

To nominate someone, visit:  https://t.co/1Qkheqa0I0 https://t.co/nzZm0GBbIs",Positive,0.6043668389320374
188,188,2022-07-07T21:32:45.000Z,1545158906258784256,"RT @Eddy_Talks: Y que @AmericanAir cancela los vuelos de CDMX a DFW

Kidding me AA? https://t.co/SvjhAgP1nx",Negative,0.7000412344932556
189,189,2022-07-07T21:31:44.000Z,1545158650519556097,@AmericanAir Thanks. Will do.,Positive,0.7542332410812378
190,190,2022-07-07T21:31:12.000Z,1545158517904101376,@WCTravelOrg @AmericanAir @SecretaryPete @iflymia @Reagan_Airport I will share your contact info with him. He is not on Twitter so I’ll share the email. Thanks for your interest.,Neutral,0.7648748159408569
191,191,2022-07-07T21:30:01.000Z,1545158217285509120,@MikeFalbo @Delta This response from @Delta is ridiculous. Now I remember why I always fly @AmericanAir. What is this man supposed to do!?,Negative,0.9286414980888367
192,192,2022-07-07T21:28:57.000Z,1545157951257731073,@Eddy_Talks @AmericanAir Qué se solucione pronto!,Neutral,0.5430517196655273
193,193,2022-07-07T21:27:59.000Z,1545157706109128707,"@AmericanAir if she was so “right” why delete your reply. She was very much so wrong considering I was asking questions in regard to a minor boarding your flight. All I asked was could my cousin be seated in my seat next to him, she ignored me and put a standby passenger there https://t.co/eHDS3phsBs",Negative,0.8836227655410767
194,194,2022-07-07T21:27:48.000Z,1545157660458328068,"@BarstoolBigCat hey big cat, @AmericanAir lost on of my friends bag on the way to vacation. can you help an awl out?",Negative,0.6628627181053162
195,195,2022-07-07T21:27:04.000Z,1545157475166552065,Hey @AmericanAir fuck me for trying to get home right????,Negative,0.8915974497795105
196,196,2022-07-07T21:26:55.000Z,1545157439984521216,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
197,197,2022-07-07T21:25:50.000Z,1545157166717353990,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
198,198,2022-07-07T21:25:44.000Z,1545157140473470976,"Today I hate flying. 

I went from having a 1 hour drive, to @AmericanAir calling and moving my flight to a 2 hour drive, to now having a 3+ hour drive because they had to divert the plane. 

Sometimes life sucks. 😞",Negative,0.9192978143692017
199,199,2022-07-07T21:25:40.000Z,1545157122568208384,"RT @dallascowboys: Less than ☝️ month till we’re back in Oxnard for Training Camp presented by @AmericanAir.

#DallasCowboys https://t.co/I…",Neutral,0.7285717725753784
200,200,2022-07-07T21:25:38.000Z,1545157115899101184,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
201,201,2022-07-07T21:23:13.000Z,1545156507125403648,@JTGenter @AmericanAir Sounds like all of @AmericanAir needs to undergo #DisAAbilityAwareness training again and again,Negative,0.7689502835273743
202,202,2022-07-07T21:22:28.000Z,1545156319300173825,RT @tara_garvin11: My 14yr old child is on a plane to Maui and they wouldn’t let me board bc I was got out of the bathroom and to the gate…,Negative,0.844896674156189
203,203,2022-07-07T21:22:25.000Z,1545156306067234816,RT @tara_garvin11: What kind of airline let’s a minor board a plane and then refuses to let the mother board the plane @AmericanAir!!! Lill…,Negative,0.9248114824295044
204,204,2022-07-07T21:21:31.000Z,1545156078178111495,"Here's the latest in the ongoing saga of the pitifully failing customer service at @AmericanAir where they have offered us a flight voucher worth $125 and 7500 frequent flier miles. I'm not sure how far that gets you, but if you end up stuck in NC for 36 hrs, def not worth it! https://t.co/UaVhW4TtRf",Negative,0.9485077261924744
205,205,2022-07-07T21:20:40.000Z,1545155866751422464,@MrAndrewRoby I hate this so much. I want to NOT be on my personal device when I’m flying. That’s my “me” time…I just want to put my phone away @AmericanAir,Negative,0.927163302898407
206,206,2022-07-07T21:19:02.000Z,1545155454627725315,@AmericanAir my 4 year old son was boarding that plane and all I asked was could my cousin be seated next to him and she ignored me. The only response she gave me was she didn’t have to answer me that’s not her priority and she was right? My son was getting on that flight still,Negative,0.5269172787666321
207,207,2022-07-07T21:19:02.000Z,1545155453646151682,"@AmericanAir Will do, do you have any updates for me?",Neutral,0.8226264119148254
208,208,2022-07-07T21:15:32.000Z,1545154571907092482,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
209,209,2022-07-07T21:14:41.000Z,1545154359004172289,@AmericanAir So it is okay for your gate agents to ignore a mother asking if her toddler who will be boarding the plane site next to a family member? It’s okay for her to seat your toddler in between strangers on the standby?,Negative,0.7762671709060669
210,210,2022-07-07T21:14:11.000Z,1545154231535079424,"@Eddy_Talks @AmericanAir Pfff que caos, que te sea leve, Eddy.",Negative,0.9412903189659119
211,211,2022-07-07T21:14:05.000Z,1545154206516056065,"@txsalth2o @AmericanAir @SouthwestAir Capitalidm, am I right?",Neutral,0.5599047541618347
212,212,2022-07-07T21:13:38.000Z,1545154096067387392,"Another very impressive ground experience with @AmericanAir to begin a quick weekend trip. 

Flagship First Dining is the most exclusive lounge any U.S. carrier offers, and it’s quite posh inside. 

Better yet, the food and drinks are actually good. https://t.co/QrIHhK44Jy",Positive,0.869227945804596
213,213,2022-07-07T21:13:09.000Z,1545153974499741696,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
214,214,2022-07-07T21:12:02.000Z,1545153693871480834,So horrible @AmericanAir https://t.co/tfPghOXdr5,Negative,0.9223175048828125
215,215,2022-07-07T21:11:50.000Z,1545153642407157761,I just wanna know how airlines change flight times last minute and don’t email about it and it’s now our fault for not knowing lol @AmericanAir do better,Negative,0.8348563313484192
216,216,2022-07-07T21:11:48.000Z,1545153635545452545,@Lucy_herrera26 @AmericanAir Ojalá!!!!,Positive,0.5066028833389282
217,217,2022-07-07T21:11:41.000Z,1545153603853246470,@yosoychepis @AmericanAir No hay respuesta la gente desesperada y les están dando vuelos para mañana y en algunos casos hospedaje,Negative,0.6490025520324707
218,218,2022-07-07T21:11:25.000Z,1545153539273523205,@AmericanAir I am trying to check in for a flight &amp; it wants me to use VeriFLY but it is asking me to confirm I have a negative test &amp; my destination does not require a negative test. Helppppp,Negative,0.7645376324653625
219,219,2022-07-07T21:10:45.000Z,1545153370134044672,"@AmericanAir 
Makeshia worked at gate 31 boarding flight AA0628 

I was forced to give up my seat because my suitcase had been stolen, later returned after an hour had passed.

She told me I was not her priority and she did not have to answer nor cater to me",Negative,0.7113345265388489
220,220,2022-07-07T21:08:04.000Z,1545152693903179778,@tonyaskinner @AmericanAir They are the reason my trip to Thailand didn’t happen. Make sure you get travel credit and not trip credit!,Negative,0.7586166858673096
221,221,2022-07-07T21:07:38.000Z,1545152583378997248,"@WCTravelOrg @TravelsofJustin @AmericanAir I'm really sorry to hear that. This has been a revealing glimpse for me into what some pax must deal with all of the time. Even with my slightly-limited mobility, this has been a huge pain. I can't imagine how frustrating it must be to deal with this every time you fly.",Negative,0.9430912733078003
222,222,2022-07-07T21:07:06.000Z,1545152451468304386,"@AmericanAir why is your gate attendant Makeshia so rude and lacking basic customer service skills? She ignored me and belittled me.

My suitcase was stolen (returned an hr later) I missed my flight but was going to let my 4 yr old toddler fly because I had family on the plane.",Negative,0.9456643462181091
223,223,2022-07-07T21:04:34.000Z,1545151814802227200,@AmericanAir I’m dm’d you all but I’m going to get the same cock and bull story you all have been giving me since July 3rd.,Negative,0.5335789322853088
224,224,2022-07-07T21:04:14.000Z,1545151730664579075,@JungParkAR @AmericanAir Si! impresionante.,Positive,0.6091353297233582
225,225,2022-07-07T21:03:24.000Z,1545151519925968896,"@lost_in_trans Pero en este caso la tripulación no hizo nada, fijate como actuaron los tripulantes de @AmericanAir para dar con el sospechoso y alertar a las autoridades.",Negative,0.5820532441139221
226,226,2022-07-07T21:00:40.000Z,1545150830013284354,"@AmericanAir Your pilot walked off my flight, causing a cancelation. Didn't get to my destination till late that night. Given 15K miles in compensation for me &amp; my wife. If I were to have bought that flight with miles, would be 50K per person. What a shame. Lost me as a customer.",Negative,0.959235429763794
227,227,2022-07-07T20:58:21.000Z,1545150248007266304,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
228,228,2022-07-07T20:57:20.000Z,1545149993941622785,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
229,229,2022-07-07T20:56:41.000Z,1545149828174192640,"Hey airlines. Which one if you is gonna start 21+ flights ?? @Delta @AmericanAir @SouthwestAir @AlaskaAir ?? I bet even 1 flight a  month would ALWAYS be full. 
Adult only events work for tons of other businesses ….#justsayin",Neutral,0.5091910362243652
230,230,2022-07-07T20:56:36.000Z,1545149806666043395,RT @birlap_: Sorry guys but I’m going to be that guy. @AmericanAir 2 canceled flights. One of which left me stranded in fucking Texas. I to…,Negative,0.9098702669143677
231,231,2022-07-07T20:55:07.000Z,1545149437307150336,"RT @bruce_dvorak: @AmericanAir was on AA47 from London to ORD.  We were in the back of the plane, and was at the back of a long line throug…",Neutral,0.8079767227172852
232,232,2022-07-07T20:55:05.000Z,1545149428490715139,"@AmericanAir Hi. Just boarded flight 4824 and had to check my carry on roller, as we were told the overhead bins were full. The one above my seat was totally empty and there was lots of room elsewhere that I could see. Now I have to wait for my bag. Why, when there was space?",Negative,0.6585197448730469
233,233,2022-07-07T20:54:33.000Z,1545149293970980864,"@AmericanAir was on AA47 from London to ORD.  We were in the back of the plane, and was at the back of a long line through customs.  Thus it was a close cut to make it to our Omaha flight.  Unfortunately @British_Airways printed out an invalid Omaha boarding pass for one of 1/2",Negative,0.6980026960372925
234,234,2022-07-07T20:53:01.000Z,1545148908187303939,"RT @BIL_spotter: Pleasant surprise on the 4th of July spotting trip! @AmericanAir Eagle/ @envoyaircareers Retro livery!

Reg.: N760MQ
Route…",Positive,0.859813392162323
235,235,2022-07-07T20:52:22.000Z,1545148742470598656,@enspiration_eth @ensshowroom @AmericanAir https://t.co/YjUSIni2rn https://t.co/d8vZHdHyt3,Neutral,0.7852888703346252
236,236,2022-07-07T20:51:36.000Z,1545148549243064321,"Got married, trying to change my name on all airlines. Only @SouthwestAir handled it. Been on the phone with @AmericanAir for hours, remembering why I stopped flying with them.😡",Negative,0.8998446464538574
237,237,2022-07-07T20:50:58.000Z,1545148392858337283,@AmericanAir All we need is the flight delay verification?!?!,Neutral,0.5870242118835449
238,238,2022-07-07T20:50:37.000Z,1545148302076760064,Truly atrocious customer service from @AmericanAir . Gobsmacked at how poor they have been across the board throughout the whole experience. https://t.co/zkliqc51py,Negative,0.9661238789558411
239,239,2022-07-07T20:50:22.000Z,1545148237774049282,@AmericanAir Already reached out. Been waiting days. This is not an answer. You’re holding our information hostage,Negative,0.910037100315094
240,240,2022-07-07T20:49:29.000Z,1545148017208066049,"RT @SecretFlying: SUMMER: #Austin, Texas to Cancun, Mexico for only $275 roundtrip with @AmericanAir #Travel (Aug dates)

https://t.co/C7k2…",Neutral,0.8311008810997009
241,241,2022-07-07T20:48:27.000Z,1545147757865738240,"@AmericanAir @YBNVUS_4_ Or you may offer hotel, and give meal vouchers that are of no use and not provide ground transportation to the hotel. 

It's all a big roll of the dice, isn't it?",Negative,0.702022135257721
242,242,2022-07-07T20:44:44.000Z,1545146821235732480,"But I don’t love the lack of communication from @AmericanAir, there are dozens of people confused on why the flight was delayed several times due to having nobody to inform us on what is occurring, why did we have to contact support in order for",Negative,0.9228505492210388
243,243,2022-07-07T20:44:40.000Z,1545146807377752064,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
244,244,2022-07-07T20:44:38.000Z,1545146797194203137,RT @PercyMacKinley: Dear @AmericanAir. My grand daughter woke up to a cancelled flight. Rescheduled to a flight 3 hours later. Got that one…,Negative,0.7437173128128052
245,245,2022-07-07T20:44:16.000Z,1545146702746636288,@NotaGam_ @AmericanAir @united Hello 😊 can you give a compensation please hihi ^^,Positive,0.48968297243118286
246,246,2022-07-07T20:44:05.000Z,1545146660430368768,"@dtsjds @AAsucksballs @AmericanAir Dude.  They hosed me so hard on June 18th right in that airport. 

I never even got sent to one of those lines formally. I was sent to two different gates (first one: ""we're closed."") where the employees were bewildered by me asking them to help. 

What a shitshow.",Negative,0.9571799039840698
247,247,2022-07-07T20:43:53.000Z,1545146609041899521,@AmericanAir when you will start flying to Nicaragua?,Neutral,0.8954042196273804
248,248,2022-07-07T20:42:49.000Z,1545146340648296449,"RT @Transponder1200: #Sobrecargo de @AmericanAir, de 86 años, rompe récord del #Guinness https://t.co/GqtG8uZcgr",Neutral,0.5951259136199951
249,249,2022-07-07T20:42:40.000Z,1545146300244508672,"RT @NoboastbutJesus: This is too good not to share.

ANNOUNCED TODAY DUBUQUE IOWA WILL GET A BIDEN GRANT FOR IT'S ALMOST NEW AIRPORT @Dubuq…",Positive,0.6118661761283875
250,250,2022-07-07T20:42:28.000Z,1545146253008306177,@Eddy_Talks @AmericanAir Ups espero te puedas ir pronto,Neutral,0.5315895080566406
251,251,2022-07-07T20:42:11.000Z,1545146179125755904,@Valfito_ @AmericanAir @united Bouton traduire le tweet existe,Neutral,0.7333762049674988
252,252,2022-07-07T20:40:37.000Z,1545145785930489856,My sister got into contact with @AmericanAir in regard to our flight being delayed more than three times and no communication from staff after the second hour of us waiting where we rescheduled,Negative,0.634353756904602
253,253,2022-07-07T20:40:11.000Z,1545145678980124672,"@TravelsofJustin @JTGenter @AmericanAir Wish I could say your story was surprising, JT, but it’s very much the norm. Lack of investment in accessible services and no one with any power at AA will talk about it. Missed connections, lost/broken wheelchairs, pax abandoned - happens every day.",Negative,0.9363471865653992
254,254,2022-07-07T20:39:51.000Z,1545145593244311554,@Eddy_Talks @AmericanAir ¿Neta? ¿Por?,Negative,0.6589117646217346
255,255,2022-07-07T20:39:45.000Z,1545145569051480064,"Imagine tu prends 4 avions, et sur 4 avions 3 sont en retard dont 1 annulé et ils remboursent pas mdrr coucou @AmericanAir et @united vous comprenez pas le français rien à foutre vous êtes trop con je vous déteste",Negative,0.948157787322998
256,256,2022-07-07T20:39:02.000Z,1545145386813329412,RT @DeStefa6: @AmericanAir I am very unhappy as a loyal frequent flyer with no perks whatsoever my children should be extended the courtesy…,Negative,0.9449717998504639
257,257,2022-07-07T20:38:46.000Z,1545145322145546244,RT @PercyMacKinley: Dear @AmericanAir. My grand daughter woke up to a cancelled flight. Rescheduled to a flight 3 hours later. Got that one…,Negative,0.7437173128128052
